TimeInSeconds,FrameTimeMs,FPS
0.84373,10.05,99.52
0.85378,9.06,110.32
0.86284,8.83,113.21
0.87167,8.99,111.22
0.88067,8.98,111.42
0.88964,8.84,113.09
0.89848,9.64,103.76
0.90812,8.89,112.43
0.91702,9.13,109.47
0.92615,8.86,112.82
0.93501,9.19,108.78
0.94421,9.61,104.08
0.95381,8.27,120.95
0.96208,10.05,99.48
0.97213,8.95,111.72
0.98109,8.90,112.34
0.98999,8.90,112.39
0.99888,9.06,110.42
1.00794,9.35,106.94
1.01729,9.22,108.52
1.02651,9.62,103.97
1.03612,7.83,127.67
1.04396,9.17,109.01
1.05313,9.82,101.79
1.06296,9.01,111.02
1.07196,9.19,108.80
1.08115,8.99,111.28
1.09014,9.06,110.36
1.09920,9.10,109.92
1.10830,9.13,109.55
1.11743,9.17,109.04
1.12660,8.42,118.81
1.13502,10.20,98.03
1.14522,9.03,110.69
1.15425,9.00,111.14
1.16325,8.80,113.61
1.17205,10.16,98.39
1.18221,8.86,112.93
1.19107,9.52,104.99
1.20059,8.82,113.44
1.20941,8.95,111.75
1.21836,8.81,113.46
1.22717,9.14,109.38
1.23631,8.72,114.66
1.24504,9.20,108.73
1.25423,8.79,113.70
1.26303,9.06,110.39
1.27209,9.08,110.12
1.28117,9.34,107.07
1.29051,8.88,112.66
1.29938,9.20,108.72
1.30858,8.54,117.16
1.31712,9.18,108.90
1.32630,8.98,111.34
1.33528,9.24,108.19
1.34452,9.58,104.38
1.35410,9.15,109.30
1.36325,9.05,110.49
1.37230,9.19,108.86
1.38149,9.01,110.99
1.39050,9.10,109.88
1.39960,8.69,115.13
1.40829,9.12,109.67
1.41740,8.94,111.91
1.42634,9.05,110.47
1.43539,9.87,101.32
1.44526,8.00,124.95
1.45327,10.08,99.20
1.46335,8.06,124.04
1.47141,10.12,98.78
1.48153,9.27,107.83
1.49081,8.55,117.02
1.49935,8.78,113.94
1.50813,9.50,105.30
1.51762,8.72,114.66
1.52635,8.91,112.28
1.53525,8.98,111.32
1.54424,9.04,110.59
1.55328,9.33,107.15
1.56261,8.95,111.72
1.57156,9.46,105.66
1.58103,9.42,106.19
1.59044,8.83,113.31
1.59927,10.11,98.94
1.60938,7.98,125.39
1.61735,8.90,112.30
1.62626,9.19,108.86
1.63544,9.08,110.09
1.64453,11.33,88.24
1.65586,7.73,129.41
1.66359,9.35,106.96
1.67293,8.40,119.12
1.68133,9.22,108.47
1.69055,9.24,108.17
1.69979,9.04,110.57
1.70884,8.64,115.69
1.71748,9.89,101.15
1.72737,8.17,122.47
1.73553,10.02,99.77
1.74556,8.02,124.66
1.75358,10.00,99.97
1.76358,8.64,115.71
1.77222,9.57,104.44
1.78180,9.03,110.79
1.79082,8.91,112.27
1.79973,8.99,111.21
1.80872,9.03,110.73
1.81775,9.16,109.16
1.82691,9.99,100.15
1.83690,8.90,112.37
1.84580,9.44,105.90
1.85524,8.48,117.97
1.86372,8.98,111.34
1.87270,9.11,109.80
1.88181,8.94,111.82
1.89075,8.88,112.62
1.89963,10.23,97.75
1.90986,8.95,111.75
1.91881,9.09,110.06
1.92790,9.05,110.54
1.93694,9.38,106.56
1.94633,8.60,116.24
1.95493,9.09,110.02
1.96402,9.90,100.98
1.97392,7.99,125.21
1.98191,9.94,100.57
1.99185,9.29,107.67
2.00114,8.85,113.05
2.00998,10.33,96.84
2.02031,8.68,115.26
2.02899,9.17,109.02
2.03816,8.87,112.75
2.04703,9.05,110.46
2.05608,9.06,110.35
2.06514,8.86,112.92
2.07400,8.92,112.16
2.08291,9.08,110.14
2.09199,9.35,106.95
2.10134,9.82,101.79
2.11117,9.28,107.74
2.12045,8.95,111.71
2.12940,8.58,116.60
2.13798,9.97,100.27
2.14795,9.28,107.72
2.15723,9.08,110.08
2.16632,8.68,115.27
2.17499,9.15,109.25
2.18415,9.81,101.97
2.19395,8.21,121.75
2.20217,9.95,100.48
2.21212,9.28,107.81
2.22140,9.51,105.17
2.23090,8.96,111.59
2.23986,9.17,109.09
2.24903,9.25,108.11
2.25828,9.49,105.32
2.26778,9.76,102.45
2.27754,10.04,99.59
2.28758,8.69,115.04
2.29627,8.94,111.91
2.30521,9.18,108.91
2.31439,8.69,115.01
2.32308,8.98,111.33
2.33207,9.16,109.13
2.34123,8.90,112.41
2.35013,8.91,112.26
2.35903,9.06,110.34
2.36810,10.29,97.19
2.37839,9.22,108.49
2.38760,8.90,112.40
2.39650,9.24,108.26
2.40574,8.43,118.57
2.41417,8.94,111.90
2.42311,10.10,98.99
2.43321,8.03,124.49
2.44124,10.11,98.93
2.45135,8.99,111.19
2.46034,9.13,109.54
2.46947,9.09,110.07
2.47856,9.89,101.09
2.48845,8.34,119.97
2.49679,9.93,100.66
2.50672,8.76,114.17
2.51548,8.83,113.24
2.52431,8.91,112.28
2.53322,8.97,111.51
2.54218,9.26,108.05
2.55144,10.02,99.85
2.56145,8.89,112.49
2.57034,9.05,110.44
2.57940,9.17,109.03
2.58857,8.61,116.19
2.59718,9.14,109.40
2.60632,9.27,107.82
2.61559,9.85,101.48
2.62545,8.71,114.86
2.63415,9.40,106.37
2.64355,8.85,113.00
2.65240,10.22,97.83
2.66263,9.06,110.43
2.67168,9.25,108.11
2.68093,8.44,118.47
2.68937,9.44,105.94
2.69881,8.93,111.95
2.70774,9.17,109.00
2.71692,9.51,105.13
2.72643,8.90,112.41
2.73533,9.05,110.48
2.74438,10.48,95.38
2.75486,7.95,125.86
2.76281,9.29,107.59
2.77210,8.57,116.69
2.78067,9.75,102.55
2.79042,9.15,109.25
2.79958,9.07,110.20
2.80865,8.70,114.97
2.81735,9.46,105.70
2.82681,9.84,101.68
2.83664,9.07,110.23
2.84572,9.03,110.78
2.85474,9.18,108.97
2.86392,8.84,113.18
2.87275,9.72,102.93
2.88247,9.09,110.01
2.89156,9.23,108.35
2.90079,8.78,113.83
2.90957,9.10,109.84
2.91868,9.99,100.11
2.92867,9.01,110.99
2.93768,9.33,107.23
2.94700,8.89,112.49
2.95589,8.47,118.12
2.96436,9.06,110.32
2.97342,9.15,109.30
2.98257,10.31,96.99
2.99288,8.74,114.47
3.00162,9.15,109.34
3.01077,9.12,109.66
3.01988,9.02,110.91
3.02890,9.82,101.87
3.03872,9.33,107.15
3.04805,8.68,115.15
3.05673,10.01,99.92
3.06674,7.92,126.32
3.07466,9.20,108.66
3.08386,9.80,102.01
3.09366,9.21,108.62
3.10287,9.05,110.45
3.11192,9.08,110.16
3.12100,8.95,111.70
3.12996,9.13,109.48
3.13909,10.01,99.87
3.14910,8.79,113.76
3.15789,9.96,100.39
3.16785,8.82,113.32
3.17668,7.89,126.82
3.18456,9.18,108.93
3.19374,11.26,88.82
3.20500,8.07,123.94
3.21307,9.31,107.42
3.22238,8.95,111.71
3.23133,8.51,117.52
3.23984,9.85,101.53
3.24969,8.95,111.79
3.25864,9.48,105.52
3.26811,8.65,115.66
3.27676,9.29,107.64
3.28605,9.06,110.34
3.29511,10.01,99.86
3.30513,8.94,111.80
3.31407,9.42,106.12
3.32350,8.48,117.96
3.33197,9.12,109.68
3.34109,8.88,112.64
3.34997,9.86,101.46
3.35982,8.94,111.84
3.36877,9.31,107.41
3.37808,9.08,110.08
3.38716,9.19,108.81
3.39635,9.84,101.68
3.40619,8.97,111.44
3.41516,9.71,103.00
3.42487,8.11,123.36
3.43298,9.09,110.05
3.44206,9.16,109.18
3.45122,9.70,103.04
3.46093,9.15,109.25
3.47008,8.89,112.47
3.47897,9.48,105.52
3.48845,9.88,101.22
3.49833,8.31,120.34
3.50664,9.56,104.60
3.51620,8.86,112.88
3.52506,9.07,110.20
3.53413,9.08,110.14
3.54321,9.14,109.36
3.55235,9.94,100.60
3.56229,8.92,112.16
3.57121,9.02,110.92
3.58023,9.04,110.66
3.58926,9.11,109.72
3.59838,8.81,113.47
3.60719,9.00,111.08
3.61619,9.99,100.07
3.62619,8.92,112.06
3.63511,8.96,111.61
3.64407,10.39,96.24
3.65446,8.95,111.72
3.66341,9.01,110.94
3.67243,8.94,111.80
3.68137,9.23,108.36
3.69060,9.59,104.32
3.70019,9.15,109.31
3.70933,9.17,109.10
3.71850,8.97,111.52
3.72747,8.86,112.84
3.73633,9.98,100.24
3.74630,8.98,111.30
3.75529,9.14,109.35
3.76443,9.13,109.52
3.77356,9.34,107.04
3.78291,8.52,117.31
3.79143,9.84,101.62
3.80127,9.01,110.94
3.81028,9.03,110.70
3.81932,9.02,110.90
3.82834,9.01,110.97
3.83735,9.14,109.40
3.84649,8.99,111.19
3.85548,10.01,99.92
3.86549,9.10,109.89
3.87459,8.91,112.28
3.88350,8.94,111.85
3.89244,9.05,110.53
3.90148,9.90,100.98
3.91139,8.82,113.41
3.92020,10.59,94.42
3.93079,8.83,113.31
3.93962,9.29,107.68
3.94891,8.85,112.97
3.95776,9.97,100.26
3.96773,8.75,114.29
3.97648,9.28,107.76
3.98576,8.84,113.12
3.99460,9.95,100.53
4.00455,8.75,114.28
4.01330,9.16,109.23
4.02245,9.20,108.66
4.03166,9.24,108.26
4.04089,9.85,101.48
4.05075,9.41,106.25
4.06016,8.51,117.56
4.06867,9.00,111.11
4.07767,9.12,109.66
4.08679,9.99,100.10
4.09677,8.73,114.56
4.10550,9.41,106.30
4.11491,8.94,111.81
4.12385,10.03,99.67
4.13389,11.10,90.13
4.14498,8.08,123.69
4.15307,9.95,100.49
4.16302,9.96,100.43
4.17298,8.79,113.73
4.18177,9.00,111.16
4.19076,8.71,114.85
4.19947,10.47,95.50
4.20994,9.01,111.02
4.21895,9.39,106.45
4.22834,9.52,105.00
4.23787,9.29,107.63
4.24716,9.65,103.65
4.25681,9.38,106.65
4.26618,8.83,113.23
4.27502,9.80,102.07
4.28481,8.75,114.31
4.29356,10.21,97.97
4.30377,9.21,108.60
4.31298,9.19,108.78
4.32217,8.94,111.86
4.33111,9.19,108.82
4.34030,9.45,105.83
4.34975,9.12,109.63
4.35887,9.98,100.18
4.36885,9.16,109.20
4.37801,8.93,111.94
4.38694,9.96,100.42
4.39690,8.90,112.35
4.40580,9.26,108.02
4.41506,9.04,110.58
4.42410,10.19,98.17
4.43429,8.57,116.67
4.44286,9.11,109.72
4.45197,9.90,101.05
4.46187,9.20,108.70
4.47107,8.77,114.08
4.47983,10.18,98.19
4.49002,10.00,99.96
4.50002,9.33,107.13
4.50936,8.80,113.59
4.51816,11.17,89.52
4.52933,7.63,131.08
4.53696,9.24,108.22
4.54620,8.89,112.49
4.55509,9.06,110.41
4.56415,9.87,101.30
4.57402,9.01,110.98
4.58303,10.16,98.44
4.59319,9.02,110.83
4.60221,9.19,108.86
4.61140,9.11,109.73
4.62051,9.47,105.55
4.62998,9.28,107.75
4.63926,8.92,112.10
4.64819,10.06,99.44
4.65824,8.75,114.24
4.66700,10.40,96.14
4.67740,8.79,113.82
4.68618,8.96,111.59
4.69514,9.19,108.86
4.70433,9.29,107.68
4.71362,8.70,114.96
4.72232,10.05,99.54
4.73236,8.90,112.39
4.74126,8.90,112.33
4.75016,8.98,111.31
4.75915,9.19,108.78
4.76834,9.83,101.77
4.77816,9.36,106.88
4.78752,8.72,114.71
4.79624,9.33,107.23
4.80556,8.69,115.07
4.81425,11.93,83.81
4.82619,6.99,143.13
4.83317,8.87,112.74
4.84204,10.87,91.98
4.85291,8.37,119.44
4.86129,8.58,116.60
4.86986,8.36,119.63
4.87822,9.84,101.61
4.88806,8.55,117.00
4.89661,9.28,107.73
4.90589,8.83,113.31
4.91472,9.17,109.00
4.92389,9.23,108.32
4.93312,8.81,113.46
4.94194,9.14,109.41
4.95108,9.06,110.38
4.96014,8.92,112.06
4.96906,8.91,112.25
4.97797,9.47,105.62
4.98744,8.74,114.44
4.99618,8.80,113.68
5.00497,9.32,107.32
5.01429,8.78,113.91
5.02307,8.80,113.61
5.03187,9.04,110.57
5.04092,9.17,109.04
5.05009,9.03,110.77
5.05911,9.93,100.71
5.06904,9.97,100.27
5.07902,8.09,123.61
5.08711,8.06,124.08
5.09517,18.27,54.75
5.11343,2.73,366.31
5.11616,5.90,169.44
5.12206,10.27,97.37
5.13233,7.81,128.08
5.14014,10.25,97.55
5.15039,8.04,124.34
5.15843,9.23,108.32
5.16767,8.41,118.91
5.17608,8.04,124.44
5.18411,9.16,109.19
5.19327,9.00,111.06
5.20227,8.84,113.16
5.21111,9.29,107.63
5.22040,9.01,111.05
5.22941,9.09,110.05
5.23849,8.66,115.46
5.24715,9.50,105.24
5.25666,7.64,130.89
5.26430,8.98,111.36
5.27328,9.07,110.23
5.28235,8.81,113.57
5.29115,8.98,111.38
5.30013,10.08,99.23
5.31021,8.10,123.53
5.31830,8.46,118.16
5.32677,8.78,113.90
5.33555,9.01,110.95
5.34456,8.63,115.88
5.35319,9.22,108.42
5.36241,9.07,110.29
5.37148,8.84,113.13
5.38032,8.81,113.49
5.38913,7.99,125.17
5.39712,10.18,98.19
5.40730,8.21,121.85
5.41551,8.96,111.62
5.42447,8.59,116.37
5.43306,9.56,104.65
5.44262,7.97,125.40
5.45059,9.11,109.75
5.45971,9.25,108.11
5.46896,8.71,114.81
5.47767,10.05,99.55
5.48771,8.23,121.44
5.49595,9.09,109.96
5.50504,9.43,106.00
5.51447,8.63,115.83
5.52311,8.80,113.63
5.53191,9.26,107.97
5.54117,8.86,112.89
5.55003,8.90,112.34
5.55893,8.94,111.86
5.56787,9.18,108.94
5.57705,9.12,109.60
5.58617,8.84,113.11
5.59501,8.88,112.58
5.60390,8.36,119.61
5.61226,8.66,115.48
5.62092,9.87,101.27
5.63079,9.08,110.10
5.63987,8.94,111.79
5.64882,8.86,112.87
5.65768,8.27,120.88
5.66595,9.86,101.47
5.67581,9.54,104.87
5.68534,8.89,112.54
5.69423,9.26,108.03
5.70348,8.45,118.35
5.71193,8.89,112.49
5.72082,9.16,109.16
5.72998,34.05,29.37
5.76403,8.21,121.85
5.77223,6.05,165.39
5.77828,15.97,62.63
5.79425,2.90,344.33
5.79715,5.07,197.40
5.80222,9.41,106.32
5.81162,8.44,118.52
5.82006,9.42,106.20
5.82948,8.93,111.98
5.83841,8.76,114.13
5.84717,9.17,109.00
5.85634,9.19,108.77
5.86553,8.87,112.74
5.87440,9.18,108.98
5.88358,8.78,113.90
5.89236,10.42,95.98
5.90278,8.59,116.35
5.91137,9.05,110.56
5.92042,10.02,99.80
5.93044,9.18,108.96
5.93962,8.67,115.32
5.94829,10.28,97.32
5.95856,8.80,113.70
5.96736,9.22,108.52
5.97657,9.99,100.15
5.98656,9.13,109.49
5.99569,8.67,115.40
6.00436,9.89,101.08
6.01425,9.06,110.41
6.02331,9.34,107.05
6.03265,9.77,102.38
6.04242,9.05,110.46
6.05147,10.93,91.46
6.06241,8.12,123.13
6.07053,9.06,110.42
6.07958,10.34,96.69
6.08993,9.54,104.86
6.09946,8.98,111.32
6.10844,10.93,91.51
6.11937,8.00,124.93
6.12738,9.98,100.24
6.13735,11.38,87.88
6.14873,8.90,112.36
6.15763,10.18,98.20
6.16782,9.96,100.37
6.17778,10.17,98.33
6.18795,9.70,103.10
6.19765,9.07,110.28
6.20672,9.01,110.98
6.21573,9.85,101.49
6.22558,10.12,98.84
6.23570,9.30,107.56
6.24499,9.67,103.46
6.25466,10.25,97.60
6.26491,9.86,101.46
6.27476,9.42,106.13
6.28418,9.51,105.11
6.29370,9.07,110.23
6.30277,9.71,102.95
6.31248,10.25,97.52
6.32274,9.99,100.10
6.33273,9.08,110.16
6.34181,9.89,101.16
6.35169,9.93,100.72
6.36162,10.04,99.60
6.37166,9.59,104.28
6.38125,9.68,103.33
6.39093,9.76,102.42
6.40069,10.05,99.49
6.41074,9.86,101.39
6.42061,8.92,112.10
6.42953,10.69,93.55
6.44022,11.01,90.79
6.45123,8.69,115.05
6.45992,10.02,99.76
6.46995,10.12,98.80
6.48007,9.75,102.59
6.48982,8.99,111.28
6.49880,10.05,99.52
6.50885,9.92,100.83
6.51877,470.24,2.13
6.98900,2.95,339.20
6.99195,3.82,261.58
6.99578,5.87,170.36
7.00165,10.50,95.24
7.01214,9.90,101.06
7.02204,8.75,114.23
7.03079,12.03,83.12
7.04282,9.94,100.57
7.05277,9.10,109.93
7.06186,10.78,92.74
7.07265,10.11,98.93
7.08275,10.16,98.45
7.09291,10.31,96.96
7.10323,10.92,91.58
7.11415,10.01,99.91
7.12415,10.40,96.12
7.13456,10.08,99.23
7.14464,11.02,90.71
7.15566,11.18,89.46
7.16684,10.93,91.46
7.17777,9.98,100.21
7.18775,11.16,89.62
7.19891,9.95,100.47
7.20886,10.95,91.29
7.21982,9.88,101.18
7.22970,9.71,103.02
7.23941,11.06,90.44
7.25046,10.39,96.22
7.26086,10.82,92.43
7.27168,10.04,99.58
7.28172,10.90,91.77
7.29261,10.12,98.83
7.30273,10.13,98.71
7.31286,10.89,91.79
7.32376,11.11,89.98
7.33487,9.69,103.25
7.34456,10.94,91.40
7.35550,10.98,91.04
7.36648,10.11,98.88
7.37660,11.12,89.93
7.38772,9.87,101.36
7.39758,10.98,91.10
7.40856,11.25,88.88
7.41981,10.02,99.82
7.42983,11.03,90.66
7.44086,11.08,90.22
7.45194,10.80,92.57
7.46275,9.87,101.33
7.47262,11.33,88.28
7.48394,10.96,91.26
7.49490,10.85,92.17
7.50575,11.06,90.45
7.51681,10.39,96.28
7.52719,10.88,91.89
7.53808,11.00,90.92
7.54907,10.66,93.82
7.55973,10.96,91.23
7.57069,11.24,88.96
7.58194,10.71,93.34
7.59265,10.86,92.09
7.60351,11.14,89.80
7.61464,10.23,97.77
7.62487,11.18,89.45
7.63605,12.47,80.16
7.64853,10.81,92.52
7.65933,10.62,94.13
7.66996,10.83,92.37
7.68079,11.33,88.29
7.69211,11.79,84.85
7.70390,11.13,89.83
7.71503,11.19,89.38
7.72622,10.96,91.25
7.73718,11.03,90.65
7.74821,12.25,81.63
7.76046,14.16,70.61
7.77462,7.63,131.11
7.78225,10.71,93.41
7.79295,11.18,89.42
7.80414,10.74,93.07
7.81488,10.93,91.47
7.82581,12.08,82.81
7.83789,10.29,97.20
7.84818,11.21,89.21
7.85938,10.96,91.27
7.87034,11.16,89.64
7.88150,10.44,95.81
7.89193,11.10,90.09
7.90303,12.16,82.25
7.91519,11.09,90.18
7.92628,10.99,90.96
7.93728,11.92,83.89
7.94920,10.79,92.64
7.95999,11.36,88.01
7.97135,10.84,92.26
7.98219,11.45,87.31
7.99364,11.41,87.62
8.00506,12.04,83.05
8.01710,10.15,98.50
8.02725,11.06,90.39
8.03831,11.86,84.30
8.05018,11.28,88.67
8.06145,10.97,91.17
8.07242,10.96,91.28
8.08338,10.99,91.03
8.09436,11.15,89.69
8.10551,12.00,83.36
8.11751,10.93,91.51
8.12844,11.06,90.45
8.13949,12.25,81.65
8.15174,11.70,85.45
8.16344,11.96,83.59
8.17541,11.02,90.71
8.18643,11.50,86.96
8.19793,11.63,86.01
8.20956,11.06,90.43
8.22062,10.77,92.82
8.23139,9.79,102.16
8.24118,12.43,80.47
8.25361,10.92,91.54
8.26453,10.84,92.24
8.27537,11.33,88.23
8.28670,10.77,92.88
8.29747,11.04,90.61
8.30851,11.13,89.81
8.31964,11.38,87.85
8.33102,10.53,95.01
8.34155,12.28,81.42
8.35383,9.57,104.54
8.36340,11.27,88.76
8.37467,10.79,92.72
8.38545,11.14,89.79
8.39659,10.93,91.48
8.40752,11.39,87.77
8.41891,10.75,93.06
8.42966,11.12,89.91
8.44078,10.81,92.50
8.45159,11.04,90.61
8.46263,11.14,89.80
8.47376,9.93,100.74
8.48369,11.72,85.33
8.49541,11.20,89.26
8.50661,10.30,97.12
8.51691,10.94,91.41
8.52785,10.57,94.58
8.53842,14.65,68.26
8.55307,6.70,149.24
8.55977,50.25,19.90
8.61003,3.65,274.19
8.61367,9.86,101.41
8.62353,9.78,102.23
8.63332,10.30,97.07
8.64362,11.23,89.05
8.65485,10.10,98.99
8.66495,11.19,89.39
8.67614,10.03,99.71
8.68616,10.51,95.15
8.69667,11.99,83.42
8.70866,9.54,104.86
8.71820,10.80,92.55
8.72900,9.75,102.58
8.73875,11.15,89.68
8.74990,11.08,90.26
8.76098,11.06,90.42
8.77204,10.03,99.73
8.78207,10.92,91.57
8.79299,10.05,99.48
8.80304,9.73,102.73
8.81277,11.36,88.06
8.82413,9.78,102.22
8.83391,10.85,92.16
8.84476,10.11,98.87
8.85488,10.98,91.05
8.86586,9.95,100.53
8.87581,10.52,95.03
8.88633,10.92,91.54
8.89726,10.04,99.62
8.90729,10.65,93.89
8.91795,10.17,98.34
8.92811,10.72,93.26
8.93884,9.91,100.92
8.94875,10.32,96.87
8.95907,11.12,89.92
8.97019,10.22,97.80
8.98041,9.93,100.66
8.99035,10.69,93.53
9.00104,9.95,100.54
9.01099,10.72,93.29
9.02171,10.33,96.82
9.03204,10.18,98.24
9.04222,10.92,91.55
9.05314,10.01,99.88
9.06315,19.06,52.47
9.08221,4.06,246.03
9.08627,9.98,100.21
9.09625,10.91,91.62
9.10717,35.26,28.36
9.14242,3.67,272.12
9.14610,11.51,86.91
9.15760,30.86,32.40
9.18847,3.71,269.40
9.19218,16.36,61.12
9.20854,7.52,133.04
9.21606,34.83,28.71
9.25089,3.69,270.73
9.25459,9.98,100.21
9.26456,9.69,103.20
9.27425,9.98,100.16
9.28424,11.30,88.49
9.29554,9.72,102.87
9.30526,10.98,91.10
9.31624,10.51,95.17
9.32674,10.78,92.73
9.33753,10.55,94.82
9.34807,9.65,103.60
9.35773,11.07,90.31
9.36880,10.51,95.14
9.37931,10.04,99.62
9.38935,10.11,98.88
9.39946,9.95,100.46
9.40942,11.10,90.07
9.42052,9.77,102.32
9.43029,11.44,87.39
9.44173,10.00,100.01
9.45173,10.17,98.32
9.46190,10.83,92.30
9.47274,9.60,104.15
9.48234,10.96,91.23
9.49330,10.18,98.24
9.50348,10.46,95.58
9.51394,10.53,95.00
9.52447,10.03,99.69
9.53450,10.93,91.51
9.54543,11.29,88.56
9.55672,9.89,101.12
9.56661,10.21,97.90
9.57682,9.49,105.41
9.58631,9.94,100.56
9.59626,11.21,89.24
9.60746,9.74,102.70
9.61720,9.90,100.98
9.62710,11.13,89.81
9.63824,12.24,81.68
9.65048,10.09,99.08
9.66057,8.93,112.03
9.66950,11.09,90.14
9.68059,9.96,100.43
9.69055,10.33,96.78
9.70088,9.71,103.00
9.71059,10.90,91.78
9.72149,9.94,100.65
9.73142,9.82,101.85
9.74124,10.02,99.77
9.75126,11.53,86.70
9.76280,19.04,52.53
9.78183,3.03,330.27
9.78486,8.91,112.24
9.79377,9.86,101.42
9.80363,10.78,92.75
9.81441,10.12,98.85
9.82453,9.78,102.20
9.83431,11.28,88.66
9.84559,9.87,101.33
9.85546,11.13,89.86
9.86659,10.31,97.01
9.87690,10.05,99.46
9.88695,11.14,89.75
9.89809,9.72,102.92
9.90781,10.54,94.84
9.91835,10.96,91.22
9.92932,10.01,99.91
9.93933,10.43,95.85
9.94976,9.75,102.58
9.95951,10.06,99.37
9.96957,10.89,91.87
9.98046,10.11,98.89
9.99057,22.65,44.15
10.01322,3.96,252.45
10.01718,9.29,107.68
10.02647,10.29,97.17
10.03676,9.97,100.34
10.04672,10.19,98.17
10.05691,10.95,91.36
10.06786,10.01,99.90
10.07787,10.10,99.04
10.08796,12.00,83.33
10.09996,9.19,108.85
10.10915,10.15,98.48
10.11931,10.35,96.63
10.12965,10.20,98.02
10.13986,11.08,90.24
10.15094,9.87,101.29
10.16081,11.81,84.71
10.17261,10.25,97.55
10.18287,10.05,99.49
10.19292,9.85,101.55
10.20276,11.05,90.52
10.21381,10.51,95.17
10.22432,9.60,104.12
10.23392,10.57,94.60
10.24449,10.10,98.96
10.25460,10.28,97.25
10.26488,9.83,101.71
10.27471,11.63,86.02
10.28634,9.59,104.24
10.29593,10.09,99.12
10.30602,10.14,98.58
10.31617,11.13,89.88
10.32729,9.64,103.75
10.33693,10.96,91.21
10.34789,10.13,98.74
10.35802,10.06,99.43
10.36808,9.87,101.31
10.37795,9.90,100.98
10.38785,9.95,100.52
10.39780,10.99,91.00
10.40879,20.42,48.96
10.42921,4.75,210.60
10.43396,9.12,109.65
10.44308,9.60,104.11
10.45269,10.07,99.28
10.46276,10.51,95.18
10.47327,9.84,101.62
10.48311,9.84,101.66
10.49294,9.99,100.14
10.50293,10.00,99.99
10.51293,10.17,98.30
10.52310,10.14,98.67
10.53324,35.98,27.79
10.56922,3.91,255.66
10.57313,9.81,101.99
10.58294,9.15,109.24
10.59209,9.83,101.73
10.60192,10.03,99.73
10.61195,10.19,98.18
10.62213,10.10,99.02
10.63223,9.93,100.67
10.64217,10.20,98.05
10.65236,9.65,103.60
10.66202,9.89,101.07
10.67191,10.56,94.71
10.68247,9.80,102.00
10.69227,9.75,102.52
10.70203,9.93,100.67
10.71196,10.46,95.58
10.72242,9.86,101.46
10.73228,9.18,108.93
10.74146,12.13,82.42
10.75359,8.51,117.45
10.76211,9.04,110.66
10.77114,10.99,91.01
10.78213,9.07,110.26
10.79120,9.84,101.64
10.80104,10.28,97.23
10.81133,10.16,98.38
10.82149,9.99,100.11
10.83148,10.23,97.77
10.84171,10.00,99.98
10.85171,9.60,104.16
10.86131,8.83,113.29
10.87014,11.32,88.38
10.88145,10.00,99.97
10.89146,9.76,102.49
10.90121,10.24,97.63
10.91146,8.90,112.36
